video_id,transcript
Yikz1JhScl4,
ljy0ruhKh0E,
PjiTc4xdB4c,
UlVhxO0yvWw,"[Música]
que hemos hecho hoy
montamos lo que desmontamos Antier y lo
que vamos a desmontar por la noche y lo
que vamos a estar mañana
es que vino me invitaron a una gira
buenísima
perfecto Ah No hoy no lo desmontamos lo
desmontamos mañana Es que no sé qué día
es hoy cansado el primer día de gira Qué
triste estamos cansados
lo único que estamos esperando son los
afters solo venimos a esta gira a los
afters
del artista principal pues esto es como
lo segundo Pero lo primero son los
afters de un tal fercho conocen
el manager de Sebas van a dar la
confianza monetizamos ese proyecto de
una más manager y el suplente también DJ
estamos en vivo y en directo desde
cambul TV en este momento en en imágenes
están viendo tomas del stage del año
pasado
[Música]
que me siento como cuando cuando Michael
Jackson estaba en su ensayo Pues él
también era tan grande
y grabado saliendo en televisión
Hola Mi nombre es Julia Estoy muy
emocionada porque este es mi primer
concierto donde cantan para tantas
personas estoy nerviosa como si fuese yo
a cantar entendí muy bien lo que dijo
Julia con respecto a Qué es la primera
vez que ve tanta gente en mi defensa Es
que yo he visto mucha gente que va al
concierto de salo pero a un festival
Esta es la primera vez un concierto de
él
muchachos estamos estamos a una canción
de empezar los ensayos oficiales
hermanos del nitrógeno
underground 2023 les desearon reportando
en vivo Está muy lindo pero es este
adivina que
[Música]
está rápido rápido
[Música]
Así se ve antes de que mi pH la borre
Porque yo por aquí uso mucho y
justamente donde pongo la mano
Entonces no sé cuándo ponerlo aquí una
cosa y anti pH porque
sería una lástima que eso es pues un
sharpie obviamente eso lo dijo con un
helicóptero
pero
no te sobrevivían un par de
shows
en California
[Música]
te amo fercho
Esta noche qué vas a hacer te necesito
ver súper emocionado gracias
[Música]
[Aplausos]"
enly03FHyQQ,"Lo que yo sentí después del accidente fue
el dolor más grande de mi vida.
Empecé a intentar mover la pierna
y la pierna no me respondía.
Ahí fue cuando yo dije:
""Uy, nena, yo no sé esto cómo...
cómo lo voy a superar,
pero tengo que llegar al show de febrero"".
Era muy difícil, lo chimba es
que ese show fue en Medellín.
Fue muy especial para la gente
también ver como ""qué cabrón"",
""¿Este man por qué tiene un bastón?
¿Por qué sale en un show así?""
Fue un bajón de ánimo supergrande,
pero está muy en uno
meterle moral y salir adelante."
RGTM9T5NMNA,"Bueno estamos en el primer día bueno no
es el primer día pero estamos aquí
lanzando la gira no hemos podido hacer
el soldado de Seattle todavía pero
estamos a poquitos tiquetes y nos
venimos aquí a caminar ahorita del
estadio de los no sé qué desearon cada
parqueamos el carrito aquí afuera véalo
Aquí bien parqueado bien bonito huevón
[Música]
mirame este mix
hacia con el verso Poner música de
Justin Timberlake
Permítame Mírame el público arriba
público arriba
[Música]
la gente Mira mira mira mira mira mira
mira
[Música]
[Aplausos]
[Música]
[Aplausos]
[Música]
tu calladita chequeando mis mensajes
[Música]
vamos a ver lo que lo que va a hacer
estos dos meses el año pasado hace año y
medio estamos abriendo con un telón aquí
atrás pegado ahorita ya van a ver lo que
vamos a hacer este año
estamos en vivo y en directo desde
campus TV
pero es este Hola Mi nombre es Julia
[Música]"
gkLxJ87fgfI,
cD5T1Y4b7wA,"♪♪♪
♪ TODOS LOS DÍAS TE IMAGINO ♪
♪ COMO TE DEBES
VER SIN ESE VALENTINO ♪
♪ CON ESE CUERPO ASESINO ♪
♪ DIVINO MA ♪
♪ QUE YO ESTÉ PENSÁNDOTE
PARA MI ES NORMAL ♪
♪ TODO LO QUE TIENES
A MI ME GUSTA ♪
♪ VAMOS A COMERNOS BABY
AUNQUE NO SEA FORMAL ♪
♪ Y SI NOS ENVOLVEMOS
NO ME ASUSTA ♪
♪ TU TIENES CARA DE
QUE TE GUSTA FREAKY Y NASTY
NADA DE LO ROMANTIC ♪
♪ TU TE VEZ CARA
BITCHY, CLASSY, CUATRO FANTASTIC
MAS QUE PROBLEMATIC ♪
♪ TU TOCÁNDOTE
YO LOCA POR ENTRAR ♪
♪ TU SABES LO QUE ME GUSTA
SIGUE CUCANDOME
QUE YO NO VOY A FANTASMEAR ♪
♪ TE VOY COBRAR LA MULTA ♪
♪ YEAH ♪
♪ BABY BIENVENIDA AL PARTY ♪
♪ TU ERES UNA BANDI
CON CUERPO DE BARBIE
YEAH ♪
♪ RUMBEA DESDE QUE NO TIENE ID
SE PONE MIS OAKLEY’S ♪
♪ SE SUBE LA FALDI
YEAH ♪
♪ ES OTRA COSA ♪
♪ PERO MI CORILLO
DICE QUE ES PELIGROSA ♪
♪ UNA EXPERTA, ES UNA CHIMBA
A LA DISCO QUE LLEGA
ELLA LA DESTROZA ♪
♪ NO LE PONGO FRENOS ♪
♪ ESAS NALGAS
ME LAS BAJA
HASTA EL SUELO ♪
♪ SHE SAID FUCK THAT ♪
♪ NO LE GUSTA
LO NORMAL
TODO ES EXTREMO ♪
♪ DÉJAME VER TO’ ♪
♪ YO SE QUE NO ES NADA FORMAL
PERO DAME EL OK THO ♪
♪ VERY WELCOME
ESTA NOCHE VOY A HACER
DE TODO LO QUE DIJE POR TEXTO ♪
♪ TU TIENES CARA DE QUE TE GUSTA
FREAKY Y NASTY
NADA DE LO ROMANTIC ♪
♪ TU TE VEZ CARA
BITCHY, CLASSY, CUATRO FANTASTIC
Y QUE PROBLEMATIC ♪
♪ TU TOCÁNDOTE
YO LOCO POR ENTRAR ♪
♪ TU SABES LO QUE ME GUSTA
SIGUE CUCANDOME
QUE YO NO VOY A FANTASMEAR ♪
♪ TE VOY COBRAR LA MULTA ♪
♪ WOW ♪
♪ MAMI ESTO ES UN ARRESTO ♪
♪ TE VOY A COBRAR ESA MIRADITA
CON IMPUESTOS ♪
♪ SACA LAS ESPOSAS
BABY YO ME PRESTO ♪
♪ Y PONME EN HOUSE ARREST
QUE NO ME MOLESTO ♪
♪ TU TIENES CARA
DE QUE ERES UNA NASTY DOLL
DEBAJO DE LOS COBELES ♪
♪ NINGUNA SE COMPARA
MAMI ESE CULO ES GAME OVER ♪
♪ UPPER BUTT OH MY GOD ♪
♪ TU MUEVES ASÍ
MAMI YOU GOT ME STUCK HEY ♪
♪ PELIGROSA PERO
I’M FALLING IN LOVE ♪
♪ ES QUE NO ES NORMAL
BABY WHAT-THAT-FUCK ♪
♪ NO LA FRENO Y ESAS NALGAS
ME LAS BAJA HASTA EL SUELO ♪
♪ I SAID FUCK THAT, YEH! ♪
♪ SI SE ME ENTRA PA’ ENCIMA
ME MATA SIN BALAS ♪
♪ CON ESA CARA DE QUE LE GUSTA
FREAKY Y NASTY
NADA DE LO ROMANTIC ♪
♪ TU TE VEZ CARA,
BITCHY, CLASSY, CUATRO FANTASTIC
Y QUE PROBLEMATIC ♪
♪ TU TOCÁNDOTE
YO LOCA POR ENTRAR ♪
♪ TU SABES LO QUE ME GUSTA ♪
♪ SIGUE CUCANDOME
QUE YO NO VOY A FANTASMEAR
TE VOY COBRAR LA MULTA ♪
♪ WOW ♪
♪♪♪
♪ EY EY MMM ♪
♪ FERXXO FERXXO ♪
♪♪♪
♪ CALEB
CALEB CALLOWAY ♪
♪ JULIA ♪
♪ EY ITS BABY MIKO ♪
♪ EY YO MAURO ♪
♪♪♪"
UeChs_E7QnE,"♪ DESPUÉS QUE TE
FUISTE DE MI VIDA ♪
♪ ME LA HE PASO HANGUEANDO CON ♪
♪ PERO MIRANDO MI CEL ♪
♪ EN REDES ESTAS DESAPARECIDA ♪
♪ PERO HAY UN MONTÓN
DE PIROBOS SIGUIÉNDOTE ♪
♪ TU SIEMPRE VAS SER MÍA ♪
♪ NEA TE PIENSO TODO EL DIA ♪
♪ YA NO ME QUEDO TRANQUILO
NI CON LA PERCOCET ♪
♪ Y AHORA A QUIEN? ♪
♪ A QUIEN VAS A ENGAÑAR ♪
♪ NO SE NI CON QUIEN ESTARÁS ♪
♪ PERO ESPERO QUE SEPA QUE
YO FUI EL PRIMERO
Y MUCHO ANTES QUE EL ♪
♪ DILE QUE SE TIENE QUE CUIDAR ♪
♪ PORQUE LA CALLE
ES MÍA Y LE VAMO A DAR ♪
♪ LA CHIMBA ES QUE
YO FUI PRIMERO ♪
♪ Y TODOS SABEN QUE
TU ESTABAS CONMIGO ♪
♪ AHHH ♪
♪ SE QUE AHORA
SOLO SOMOS AMIGOS ♪
♪ BEBE TE QUIERO
DE VUELTA OTRA VEZ ♪
♪ AUNQUE NO LO CONSIGO ♪
♪ ME DUELE VERTE CON EL ♪
♪ AUNQUE TENGO LLENO
DE GATAS EL CEL ♪
♪ ME ACUERDO COMO ERA
DE SUAVE TU PIEL ♪
♪ NO SE ME OLVIDA
TU OLOR A CHANEL ♪
♪ PONME LA CREMA QUE LAME ♪
♪ ESE CULO PARECE UNA HAMMER ♪
♪ NOS SEPARAMOS
PERO SOMOS IMANES ♪
♪ QUE TE CUIDE BEBE QUE
TE PONGA LLAVE ♪
♪ TU ERES MÍA MAMI HABLEN
LO QUE HABLEN ♪
♪ REMIX EXCLUSIVO ♪
♪♪
♪ BEBE QUE HACEMOS ♪
♪ ESE CULO EN LA DISCO NO CABE ♪
♪ AFUERA ESTA
PARQUEADA LA NAVE ♪
♪ CONTIGO YO ME VOY AL GARE ♪
♪ LA NOCHE ESTA PA PARTY
NO ESTA PA DORMIR ♪
♪ PA GASTARSE PAR
DE PACAS DE MIL ♪
♪ VINE SOLO Y
CONTIGO ME ENVOLVI ♪
♪ A ESA GATA ME LA LLEVO
DIJE CUANDO TE VI ♪
♪ BEBE QUE HACEMOS ♪
♪ ESE CULO EN LA DISCO NO CABE ♪
♪ AFUERA ESTA
PARQUEADA LA NAVE ♪
♪ CONTIGO YO ME VOY AL GARE ♪
♪ LA NOCHE ESTA PA PARTY
NO ESTA PA DORMIR ♪
♪ PA GASTARSE PAR
DE PACAS DE MIL ♪
♪ VINE SOLO Y
CONTIGO ME ENVOLVI ♪
♪ A ESA GATA ME LA LLEVO
DIJE CUANDO TE VI ♪
♪ DALE HASTA ABAJO
QUIERO VER COMO TE LUCE ♪
♪ CONTRA LA PARED YO LA PUSE ♪
♪ MÉTELE SAZÓN QUE
EL REGUETON YO LO PUSE ♪
♪ SE VE FINA ESA PUSSY
EN ESA COMBI DE JUICY ♪
♪ EN EL VIP ESTAMOS PERRIANDO
Y LAS BOTELLAS PA ARRIBA ♪
♪ ME ABRE ESA BOCA Y
YO LE DOY LO QUE PIDA ♪
♪ APAGAMOS LA LUCES Y
ELLA SE PONE AGRESIVA ♪
♪ YO SOY EL
TURRITO PA ESA PIBA ♪
♪ (BEBE QUE HACEMOS) ♪
♪ (ESE CULO EN
LA DISCO NO CABE) ♪
♪ (AFUERA ESTA
PARQUEADA LA NAVE) ♪
♪ CONTIGO YO ME VOY AL GARE ♪
♪ LA NOCHE ESTA PA PARTY
NO ESTA PA DORMIR ♪
♪ PA GASTARSE PAR
DE PACAS DE MIL ♪
♪ VINE SOLO Y
CONTIGO ME ENVOLVI ♪
♪ A ESA GATA ME LA LLEVO
DIJE CUANDO TE VI ♪
♪♪"
jt4XgbfUvpU,
GvjaUzJCxfY,"te amo fuiste mi artista más escuchado
este año según Spotify
número 1 mes de todas las canciones lo
amo y pues acá estamos para apoyarlos
Gracias por solucionarnos
[Música]
amor Estamos celebrando nuestro 18 años
contigo qué [ __ ]
gracias por este concierto todos estamos
emocionados estamos aquí
a mi hermano le pague la bolita gratis
[Música]
[Música]"
iCjly5insII,"parche esto es beber en la ciudad y
darle una vuelta a la ciudad viendo los
alumbrados con música jodiendo bailando
toda la [ __ ] y a veces llegan a una
parte y se quedan o se llegan a la casa
y tan y ya pero ahorita para donde
nosotros vamos que vamos con un barrio
que ya vamos a llegar en la chiva y nos
vamos y nos vamos a parchar allá un rato
[Música]
para la Visa
[Música]
Porque a mi lado no está sujeta verde"
p5K8FW-pEHE,
e7oSep0OSts,"[Aplausos]
[Música]
[Aplausos]
[Música]
[Aplausos]
No soy Lady pero sí chilena mi amor
hasta los pantys los tangos verdes Mis
respetos para usted papá la estás
rompiendo sigue dando
que queremos mucho
somos el pecho no se le dedica a
cualquiera
Muchísimas gracias por venir acá
[Aplausos]"
aOIyGkkC4uY,"[Música]
[Aplausos]
Muchas gracias por venir ya Te estábamos
esperando
es una chimba me quedé sin no podía
pasar a tu concierto Te amo amor
presente Colombia Te amamos mucho
[Música]
tiramos
mucha gente queriendo mirar pero este es
entre tú y yo"
Y-UTLoX2br4,
n7FgtJ2FZWg,"[Música]
en chino Esa chori sale y arregla el
clima
a la española latina me pregunto si
Baila como camino
solo le cae el nombre ya no le caen
no quiero salir pero ya pasó la página
saludos
[Música]"
WOcIdA2JtoI,
WI-Diyk9Rk4,"fercho Gracias por todas las canciones
que nos da
mucho Me encanta tu humildad Muchas
gracias por venir al trip que esperamos
con mucho amor
Ya se está poniendo de mañana no nos
vamos acá con las ganas
dedico ya está cerrada hoy te quiero
decir cosas malas
Qué linda estás hoy bebé Qué lindo
te queda bien no sé qué pasa conmigo que
siempre que bailo contigo te digo
te hablo malo te quiero dar contigo
aunque seamos amigos no sé qué me pasa
contigo que sea lo malo te voy a crecido
hoy Voy a darte castigo
[Música]"
KuBbds4POzs,"[Música]
[Aplausos]
porque lo más rico siempre es prohibido
lo que tú estás
conmigo
con estos motores
[Música]
si su
[Música]
me dicen que estoy desaparecido
va a ser en el mismo cuarto en el mismo
hotel vamos a poner en modo avión el cel"
sjXcNueOKVU,"[Aplausos]
[Música]
[Aplausos]
[Música]
[Aplausos]
mami conecta y sobran pero en verdad no
te sabes comer te gastan los chavos se
compra el Chanel y tú prefieres conmigo
irte para el motel a ti te gustan las
motoras que el billete pero tú estás con
ese cabrón desde que tienes 17 te gustan
las nenas te gusta el 7 te tienen un
Mercedes y yo voy por ti en la dt a ti
te corre el perreo te corre la mar y te
gusta el peliculeo y así tú no me
busques yo siempre te encuentro cuando
este de viaje tú me tires para ver no
porque tú no me quieres ver Será que es
porque"
_c18R60BB5k,
3hl-0mRGrpM,
5vkldPGo5-k,"[Música]
Si tú supieras todo lo que yo he hecho
solo para ver si te olvido Wow Si tú
supieras todas las veces que he querido
escribirte no te escribo
todo cabrones que te tira mami todo esos
sonidos míos
se te olvidó que tú y yo nos dimos un
beso después de habernos despedido
Ya estoy cansado que posees en tus
historias corazones partidos
Yo sé que estás cansada de escucharme
pero baby Escucha tu latidos
baby perdón pero el tiempo que no estoy
contigo es tiempo perdido
me hace calor bebé pero mi corazón está
frío
[Música]"
Q60AszBvrC0,"tú estás solita
y lo tiene estoy solo
Tómate algo vamos a perrear a hacer de
todo que no para míos a tus amigas le
hacen
verso yo te amo desde Venezuela vine
para acá porque te amo te amo te amo
Muchas gracias por inspirarnos tengo
muchos amigos americanos que te
conocieron desde que llegué aquí que
queremos mucho Eres una inspiración para
toda Colombia te llevamos en el corazón
fercho soy Lady mi amor Te amo
[Aplausos]
[Música]"
NiJRzhe8Hw8,
U_oElV3j8Eo,
ufKH3cgHMIs,"[Música]
a ti misma te estás mintiendo que no que
estás con alguien mejor
extrañas que te digan amor en fotos Te
ves bien bebé ya no la creo yo
el sol no se tapa con un dedo sueñas
haciéndome el amor mientras se le dice
no puedo culear conmigo a ti te gusta
más no hay nada más cabrón que hacerte
el ser Dale la verde a mi necesidad que
yo también quiero volverte a ver cullar
conmigo a ti te gusta más no hay nada
más cabrón que hacerte el sexo
mi necesidad que yo también quiero
volverte a ver
ese cabrón no se fuma ni un blog no te
da este error si no te ponen Ford Yo sé
que Extrañas a Miami a el aventador ese
culito full de bronceador tu relación se
queda stock En el congelador en la cama
él te da uno y yo maté dos banda notas
de voz que yo llego veloz cámbiate Gucci
por los paris Y si esta noche quieres
bella que ardea de inventar y llama tú
no tienes que utilizar el Waze para
llegar a mi cama colgar conmigo a ti te
gusta más no hay nada más cabrón que
hacerte el set Dale la verde a mi
necesidad que yo también quiero volverte
a ver si no es conmigo a ti te gusta más
no hay nada más cabrón que hacerte el
ser Dale la verte a mi necesidad que yo
también quiero volverte a ver
[Música]
de eso estaba hablando mi ser sonido
final toma dos
[Música]
[Aplausos]
baby yo te marqué de madrugada quería
verte otra vez
otra vez
[Música]
te dije no me dejes con las ganas no lo
dejemos para después
para después tú sabes que sí
soy yo he sido yo el que te
cuida en la calle y te hace el amor
te hace el amor
Puede que haya muchos tirados
[Música]
mucha gente
mirar pero esto es entre tú y yo
entre tú y yo
no sé si eran las tú no me acuerdo la
hora estaba tan lejos pero estaba sola
viste que me caías en una hora llegaste
bronceadita devora ahora dile a todo eso
pero que se abran ninguno de ellos al
Anime mete cabra a mis rincones y te
hablan mientras seas tú el que te da no
te tabla temprano si dormía y al otro
día pa el bote entonces puse yo me la
comía no tengo par de bebidas
[Música]
y encuentro te reías estabas Ahí está
ahí quemamos calorías sigamos por la
noche y hasta el otro día
tú sabes que
sí y soy yo
el que te
cuida en la calle y te hace el amor
Puede que haya muchos tirados
[Música]
mucha gente quería no mirar pero esto es
entre tú y yo
entre tú y yo
hoy con alarma de carro y todo amor
y pólvora
[Música]
porque lo más rico siempre es prohibido
para que tú estás con él si quieres
estar conmigo
no soy maleante pero contigo me la vivo
corriendo motora y fumando al escondido
sin supiera la loquera que te crió
y que así me llama triste Baby yo me
activo
los mejores polvos han sido contigo
hasta los panas me dicen que estoy
desaparecido
va a ser en el mismo cuarto en el mismo
hotel vamos a poner en modo avión el cel
voy más no voy en la de te vamos a tirar
una foto para el tbt 55 en la muñeca
melancho para el barrio y para la
discoteca contigo es real
no copias echado ni de camionetas tú
estás soñando conmigo y despertandote
con él ni siquiera tienes mi nombre
guardado en el cel está cabrón que solo
yo sé cómo tocarte la piel Si tú fueras
un carro solo yo te sé correr
más rico siempre es prohibido
para que tú estás con él si quieres
estar conmigo
no soy maleante pero contigo me la vivo
corriendo un motor ahí fumando al
escondido
Si supiera la loquera que te escribo y
que así me llames triste Baby yo me
activo
los mejores polvos han sido contigo
hasta los panas me dicen que estoy
desaparecido
porque lo más rico siempre es prohibido
para que tú estás con él si quieres
estar conmigo
no soy maleante pero contigo me la vivo
corriendo un motor ahí fumando al
escondido
[Música]
no soy todo en China Esa chori sale y
arregla el clima habla español latino me
pregunto si bailas como camina
[Música]
solo le caen un hombre ya no le cae en
lágrimas
no quería salir pero ya pasó la página
salud y un chorrito para las ánimas el
botellero en la disco todos saben que
hoy es la herida que están diciendo baby
saca esa perra a pasear
al que quiera ese culo hoy va a tener
que usar
[Música]
Wow salieron en descapotado para ver la
luna
las otras fuman dicen que pal mal de
amor solo hay una cura par y botella
Candela pura son peligrosos Danger como
será la movicia Ese es el altar perreo
adicta a los cangri le gustan los
kingkiki aunque sea fancy solo le cae
nombre ya no le ca
no quería salir pero ya pasó la página
salud de un chorrito para las ánimas el
botellero en la disco todos saben que
hoy es la que están diciendo baby saca
esa perra a pasear
el que quiera ese culo hoy va a tener
que negociar
la belleza exclusiva no está fácil de
buscar
qué están diciendo baby saca esa perra a
pasear
el que quiera ese culo hoy va a tener
que ocear
ella
no esté frontear
hay veces exclusivo no está fácil de
buscar
[Música]
y le está yendo cabrón siempre compra la
pela los panty se quieren ir a vacilar
Cállate los hombres la tienen que pagar
dulcecita yendo cabrón siempre compre la
pela los panty se quieren ir a vacilar
Pues todos los hombres la tienen que
pagar Hey Joe
[Música]
si va lo mismo
maestro
[Música]
Dime qué [ __ ] fue lo que me hiciste son
las 6 a.m y no puedo dormirme ya pero no
he podido Desde que te fuiste tú me
hiciste
cómo te saco de aquí
llego a la disco y solo pienso en ti lo
que hicimos yo no quiero olvidar con
otra pero no sabe igual
para que te voy a mentir
si me trabo solo pienso en ti lo que
hicimos yo lo quiero olvidar
estás perdida que vas a hacer hoy de mi
puerta para el chino para El vacilón
Pepito era real las otras platico
pusiste hasta liendra habla romántico te
pienso todos los días uno no cambia un
Mercedes por un Kia sé que [ __ ] la
relación mala mía baby no sepa que
peleamos si podemos estar haciendo
grosería
condado vista al mar amanecimos ese día
no fuimos a la playa pero nunca pensé
que iba a ser el último día
Baby dónde está que yo paso por ti ando
activo con Los títeres en la motora
saber si te veo por ahí
como te saco de aquí
llego a la disco y solo pienso en ti lo
que hicimos yo lo quiero olvidar con
otra pero no sabes igual para que te voy
a mentir
si me trabo solo pienso en ti lo que
hicimos yo no quiero olvidar lo quiero
repetir baby
[Música]
[Aplausos]
[Música]
Esta es la última La de encuesta serrano
y ya es tarde Tú siempre te ves bien
pero ya usaste
yo no sé bebé Puede que no vuelvas y me
tengo que ir para la calle seguro vas a
tener que olvidarme no me digas que te
vas quizás no te vuelva a ver tú me has
escrito que me extrañas y yo te quiero
comer
te imagino
que vayas no puede pasar muchos se tiran
pero fallan y yo conecté
No me digas que te vas Quizá no te
vuelva a ver tú me has escrito que me
extrañas y yo te quiero comer
te imagino está en mi cama Son no te
vayas de hoy no puede pasar muchos se
tiran pero fallan y yo conecté
sé que muchos te tiran pero nadie las
está mamitos cabrones no saben la vuelta
tranquila que siempre llueve tata en la
cuenta dice que cuando huele mi perfume
siempre me recuerda que en mi cuello
otra vez Vamos a darle hasta abajo hasta
que no prenda la luz conmigo se porta
mal pero está muy duro en la u prendo la
vareta yo o la prendes tú baby Si tú
Brillas como mis prendas porque tus
amigas se quieren ir Dale
te quedas No me digas que te vas quizás
no te vuelva a ver tú me has escrito que
me extrañas y yo te quiero comer
te imagino Allá en mi cama solo te vayas
solo y no puede pasar muchos se tiran
pero fallan y
No me digas que te vas quizás no te
vuelva a ver tú me has escrito que me
extrañas y yo te quiero comer
te imagino en mi cama solo te vayas solo
de hoy no puede pasar muchos te tiran
pero fallan y yo conecté
[Música]
ya yo ni sé para qué te llamo mi amor Si
tú no sientes lo mismo que yo te diga te
ganar por tu orgullo otra se va a comer
lo que era tuyo ayer te vieron en la
discoteca tenía mi pulsera en tu muñeca
esa sonrisa en tus fotos
solo te pone pa mí cuando te da la vida
que era un día dice te extraño y al otro
no te deseas no te pongas así que se
prono no te queda
bebé si yo a ti te quiero y tú haces
conmigo lo que quieras
estoy tan cabrón tu picha era me afecta
me tiene escuchando canciones de
tú no respetas me gusta tu piquete me
gusta que soy calle ya tú sabes lo que
hago más no entramos en detalle chingaba
rico Yo nunca te falle pero te fuiste
como a meter el valle que lo hacíamos
demasiado
ahora miro los videos y la foto en
nosotros y termina [ __ ] porque
porque lo hacíamos demasiado
[Música]
y la foto en nosotros y eso me pone down
solo te pones pa mí cuando te da la
bella que era un día dice te extraño y
al otro no te seas no te pongas así que
se pronostiqueta
[Música]
solo te pone
[Música]
[Aplausos]
[Música]
no te pongas así
a ti te quiero y tú haces conmigo lo que
quieras
[Música]"
YIfCDgC6sLQ,"[MURMULLOS DISTANTES]
♪♪
♪ UMM UMM ♪
♪ BABY, (BABY) ♪
♪ PRIMO (PRIMO) ♪
♪ SI MAÑANA NO ESTOY ♪
♪ QUÉDATE CON TODAS LAS NOCHES
QUE HABLAMOS POR EL CELU ♪
♪ QUE HICIMOS EL AMOR ♪
♪ QUE MANEJAMOS POR LA CALLE EN
EL MERCHO ♪
♪ TU MIRÁNDOME Y YO
DICIÉNDOTE AMOR ♪
♪ ¿QUÉ HACEMOS HOY? ♪
♪ TE JURO QUE DE
AQUÍ NO ME VOY ♪
♪ YO EN UNA NOTA PENSANDO DONDE
ESTAS ♪
♪ QUE CHIMBA ENCONTRARTE ♪
♪ QUE RICO BAILAR CONTIGO OTRO
REGGAETON ♪
♪ UN HOODIE NO TENIAS GISTRO ♪
♪ TE DI UN BESO Y
SONABA LA INTRO ♪
♪ EY WOW ♪
♪ ESE DIA TODO FUE DISTINTO ♪
♪ LA DISCO OSCURA COMO EL VINO
TINTO ♪
♪ YO SE QUE A VECES LA CAGO
HABLÁNDOTE ♪
♪ PERO ES QUE AFUERA
HAY MUCHOS CABRONES ♪
♪ RONCÁNDOME ♪
♪ HEY ♪
♪ TODO ESTOS CULOS
LIKEANDOME Y ♪
♪ TU ERES LA ÚNICA QUE YO QUIERO
ESTAR CHINGÁNDOME ♪
♪ LE PIDO A DIOS QUE TE CUIDE ♪
♪ QUE SI ME VOY QUE TE CUIDE ♪
♪ QUE SEA EL AIRE QUE RESPIRES ♪
♪ QUE LO NUESTRO NUNCA EXPIRE ♪
♪ QUE SEAS LEAL COMO LA MAFIA Y
QUE NUNCA TE ME VIRES ♪
♪♪
♪ YO DICIÉNDOTE AMOR,
¿QUE HACEMOS HOY? ♪
♪ TE JURO QUE DE AQUI NO ME
VOY ♪
♪♪
♪ YO DICIÉNDOTE AMOR,
¿QUE HACEMOS HOY? ♪
♪ TE JURO QUE DE AQUI NO ME
VOY ♪
♪ YO CREO QUE TU HAS SIDO MI
PRIMERA MUJER ♪
♪ NINGUNA GATA ME HA HECHO VER
LO QUE TU ME HAS HECHO VER ♪
♪ LA FELICIDAD NO TIENE PRECIO
PERO TIENE NAME ♪
♪ TU SIEMPRE ME DICES SALO Y
ELLAS ME DICEN FEID ♪
♪ NO ME ARREPIENTO
DE NI CHIMBA ♪
♪ SI ME VOY MAÑANA ACUÉRDATE QUE
TU SONRISA BEBÉ ES LA MAS LINDA
♪
♪ NO QUIERO ESTAR CON OTRAS
CHIMBAS ♪
♪ QUE SI TE FALTO NO QUIERO QUE
TE RINDAS ♪
♪ LE PIDO A DIOS QUE TE CUIDE
QUE SI ME VOY QUE TE CUIDE ♪
♪ QUE SEA EL AIRE QUE RESPIRES ♪
♪ QUE LO NUESTRO NUNCA EXPIRE ♪
♪ QUE SEAS LEAL COMO LA MAFIA Y
QUE NUNCA TE ME VIRES ♪
♪♪
[RUIDO AMBIENTAL]"
sTfHzp8WP24,
