videoId,title,description,publishedAt,thumbnail_url,tags,live_broadcast,categoryId,viewCount,likeCount,commentCount,licensed,duration,caption
3i1K7Qh83Ig,Queréis ver qué fotos había en la cámara?😳😭 #clothingbrand #nudeproject #parati,,2024-07-27T14:00:03Z,https://i.ytimg.com/vi/3i1K7Qh83Ig/default.jpg,"['nude project', 'nude project podcast']",none,22,655145,13647,22,True,PT47S,false
bF-3Oh7JBAc,"""Yo fui el primero en hacer reggaeton en España"", David Bustamante en Nude Project Podcast",,2024-07-26T13:19:35Z,https://i.ytimg.com/vi/bF-3Oh7JBAc/default.jpg,"['nude project', 'nude project podcast']",none,22,125016,2402,187,True,PT20S,false
W3O64TvrqAo,"""Pensaba: yo nunca tendré pareja"", Alex Roca en Nude Project Podcast #nudeproject #amor #pareja",,2024-07-25T13:19:28Z,https://i.ytimg.com/vi/W3O64TvrqAo/default.jpg,"['nude project', 'nude project podcast']",none,22,7624,445,2,True,PT27S,false
EG5VOO0Xin8,"¿Cuál es la mejor postura para dormir?, Dr. Estivill en Nude Project Podcast #nudeproject",,2024-07-24T13:36:10Z,https://i.ytimg.com/vi/EG5VOO0Xin8/default.jpg,"['nude project', 'nude project podcast']",none,22,5408690,278911,2007,True,PT35S,false
p-u6T7VHekw,"""Levantamos Mil Millones de euros"",Oscar Pierre en Nude Project Podcast #nudeproject #glovo #quiebra",,2024-07-23T13:00:53Z,https://i.ytimg.com/vi/p-u6T7VHekw/default.jpg,"['nude project', 'nude project podcast']",none,22,258038,5601,105,True,PT50S,false
R6ltdhtF6xo,Las 4 armas del EGO contra la Supraconciencia #nudeproject #podcast #drsans #supraconciencia,,2024-07-22T13:00:52Z,https://i.ytimg.com/vi/R6ltdhtF6xo/default.jpg,"['nude project', 'nude project podcast']",none,22,425693,33654,182,True,PT58S,false
_I2Rq6i2-oU,Esto es lo que hicimos con el arroz😳 #nudeproject #clothingbrand,,2024-07-21T17:00:24Z,https://i.ytimg.com/vi/_I2Rq6i2-oU/default.jpg,"['nude project', 'nude project podcast']",none,22,92717,4272,27,True,PT42S,false
fkP8W5gP3U8,"""Lo que no voy a educar de una manera lo voy a educar de la otra"", Recycled J #nudeproject #recycled",,2024-07-20T13:00:45Z,https://i.ytimg.com/vi/fkP8W5gP3U8/default.jpg,"['nude project', 'nude project podcast']",none,22,11602,240,1,True,PT47S,false
yJalMgy26o0,"""Aprendí a lidiar con los haters"", Trueno en Nude Project Podcast #nudeproject #podcast #trueno",,2024-07-19T12:59:37Z,https://i.ytimg.com/vi/yJalMgy26o0/default.jpg,"['nude project', 'nude project podcast']",none,22,8741,232,3,True,PT29S,false
Rxiy5Zc59nE,El vídeo que veía cada noche Iniesta en Nude Project Podcast  #mundial #eurocopa,,2024-07-18T13:42:33Z,https://i.ytimg.com/vi/Rxiy5Zc59nE/default.jpg,"['nude project', 'nude project podcast']",none,22,11041,517,1,True,PT39S,false
wSHzA5vcPV0,Las emocionantes palabras del Director Creativo al equipo de Nude Project #nudeproject #ibiza,,2024-07-17T16:00:53Z,https://i.ytimg.com/vi/wSHzA5vcPV0/default.jpg,"['nude project', 'nude project podcast']",none,22,6150,219,10,True,PT1M,false
GBCYxBN4FLs,El partido contra Trueno en Ibiza ⚽️ #nudeproject #mansion #trueno #ibiza,,2024-07-17T13:00:37Z,https://i.ytimg.com/vi/GBCYxBN4FLs/default.jpg,"['nude project', 'nude project podcast']",none,22,3333,87,1,True,PT18S,false
qlAKyrHDSZ8,Así nació Honest Greens 🥦  #nudeproject #honestgreens,,2024-07-16T17:30:07Z,https://i.ytimg.com/vi/qlAKyrHDSZ8/default.jpg,"['nude project', 'nude project podcast']",none,22,6027,147,0,True,PT33S,false
2bLKDtcWSFM,Consejos de Paco León navegando por Ibiza #nudeproject #ibiza #mansion,,2024-07-16T14:37:01Z,https://i.ytimg.com/vi/2bLKDtcWSFM/default.jpg,"['nude project', 'nude project podcast']",none,22,4577,125,0,True,PT37S,false
Tt_F76pweMo,"24h en la Nude Project Mansion, ya disponible en Youtube #nudeproject #mansion",,2024-07-15T17:00:28Z,https://i.ytimg.com/vi/Tt_F76pweMo/default.jpg,"['nude project', 'nude project podcast']",none,22,2590,64,1,True,PT21S,false
W9ZUuHPJ3xU,24 HORAS EN LA NUDE PROJECT MANSION,"La Nude Project Mansion es el evento más importante en la historia de la marca. Durante 10 días algunos de los artistas, influencers y emprendedores más importantes del mundo han convivido en una casa increíble en la isla de Ibiza. Acompañamos a Bruno, nuestro director creativo, las últimas 24 horas... 

Website: http://nude-project.com
Instagram: http://instagram.com/nudeproject/
Instagram Nude Project Podcast: https://www.instagram.com/nudeprojectpodcast/
TikTok: https://www.tiktok.com/@nudeproject
TikTok Nude Project Podcast: https://www.tiktok.com/@nudeprojectpodcast

Instagram Bruno: https://www.instagram.com/brunocasanovas/
TikTok Bruno: https://www.tiktok.com/@brunocasanovas__
Instagram Alex: https://www.instagram.com/alexbenlloch/

Último vlog: https://www.youtube.com/watch?v=gC8nSh2EkeU&t=102s

⚫ Sobre Nude Project : 

Todo empezó en una habitación universitaria. Era 2018, conocí a Bruno un mes antes. Habíamos crecido en entornos muy diferentes: él era de Bali, yo (Alex) de Burgos, un poco más frío. Algo nos unió para siempre: el propósito de crear un movimiento entre los jóvenes de nuestra generación. Juntamos 300 euros cada uno y fabricamos las primeras sudaderas. No era solola ropa, sino el mensaje que queríamos transmitir. ""Puedes lograr cualquier cosa con pasión"". Primero, teníamos demostrarlo. Años después, Nude Project es la marca de streetwear con mayor crecimiento de España. Ya somos más de 130 personas en la empresa y millones en la comunidad. Abrimos tiendas Milán a Madrid. Y lo mejor, tenemos tantas ganas como esos dos chavales soñadores.",2024-07-15T17:00:20Z,https://i.ytimg.com/vi/W9ZUuHPJ3xU/default.jpg,"['24h', '24 horas', 'nude project mansion', 'kidd keo', 'recycled j', 'paco leon', 'young cister', 'villa banks', 'mansion nude project', 'nude project ibiza', 'nude project un dia en la vida de', 'emprendimiento', 'magui corceiro', 'trueno', 'nudeproject', 'nudeprojectpodcast', 'podcast']",none,22,91986,3198,63,False,PT11M30S,false
MXyrsL_3yKs,"¿Te puedes enamorar de 2 personas a la vez?, Marian Rojas en Nude Project Podcast #nudeproject",,2024-07-15T13:00:19Z,https://i.ytimg.com/vi/MXyrsL_3yKs/default.jpg,"['nude project', 'nude project podcast']",none,22,91319,4311,37,True,PT44S,false
oEF15CrEPI4,"""Tenemos que parar, estar 15 minutos al día sin hacer nada"", Marian Rojas en Nude Project Podcast",,2024-07-14T13:00:53Z,https://i.ytimg.com/vi/oEF15CrEPI4/default.jpg,"['nude project', 'nude project podcast']",none,22,23732,1768,12,True,PT18S,false
Pf3Mzz0WEWU,"""El deporte es un antidepresivo"", Marian Rojas en Nude Project Podcast #nudeproject #marianrojas",,2024-07-13T13:00:23Z,https://i.ytimg.com/vi/Pf3Mzz0WEWU/default.jpg,"['nude project', 'nude project podcast']",none,22,4075,315,5,True,PT27S,false
IxR9S8rRUX8,"""No les interesas si no eres viral"", Becky G en Nude Project Podcast #nudeproject #podcast #beckyg",,2024-07-12T16:00:14Z,https://i.ytimg.com/vi/IxR9S8rRUX8/default.jpg,"['nude project', 'nude project podcast']",none,22,5865,130,5,True,PT17S,false
ywtgLX8z79M,"""Taylor cambió la industria"", Becky G en Nude Project Podcast #nudeproject  #beckyg #taylorswift",,2024-07-12T13:01:07Z,https://i.ytimg.com/vi/ywtgLX8z79M/default.jpg,"['nude project', 'nude project podcast']",none,22,11402,253,5,True,PT35S,false
Uen5ZbruwXY,"""Sobrevivir no es lo mismo que VIVIR"", Becky G en Nude Project Podcast #nudeproject #podcast #beckyg",,2024-07-11T16:00:32Z,https://i.ytimg.com/vi/Uen5ZbruwXY/default.jpg,"['nude project', 'nude project podcast']",none,22,8099,305,5,True,PT25S,false
uPbrlJ6wnvo,"""Pensé que era el final"", Becky G en Nude Project Podcast #nudeproject #podcast #beckyg #final",,2024-07-11T10:01:00Z,https://i.ytimg.com/vi/uPbrlJ6wnvo/default.jpg,"['nude project', 'nude project podcast']",none,22,13277,363,7,True,PT33S,false
KGnYgO3MuhM,"""Cuando hay química pasan cosas buenas"", Becky G en Nude Project Podcast #nudeproject #booty",,2024-07-09T16:00:16Z,https://i.ytimg.com/vi/KGnYgO3MuhM/default.jpg,"['nude project', 'nude project podcast']",none,22,5002,126,0,True,PT40S,false
eSYNK4EAo4o,"""Empecé a trabajar con 9 años"", Becky G en Nude Project Podcast #nudeproject #podcast #beckyg",,2024-07-09T13:00:42Z,https://i.ytimg.com/vi/eSYNK4EAo4o/default.jpg,"['nude project', 'nude project podcast']",none,22,34775,831,4,True,PT43S,false
EPzs258EPTE,"""Tuvimos que cambiar las letras"", Becky G en Nude Project Podcast #nudeproject #podcast #beckyg",,2024-07-08T16:00:13Z,https://i.ytimg.com/vi/EPzs258EPTE/default.jpg,"['nude project', 'nude project podcast']",none,22,6160,174,0,True,PT51S,false
DCFela2c2wA,"""Les incomodan las mujeres que se ven sexys"", Becky G en Nude Project Podcast #nudeproject #beckyg",,2024-07-08T13:00:22Z,https://i.ytimg.com/vi/DCFela2c2wA/default.jpg,"['nude project', 'nude project podcast']",none,22,5176,148,1,True,PT33S,false
fIDSfG4tCCE,Jugamos al 'Yo Nunca' con Becky G en la Mansión de Ibiza,"Rebeca es la viva demostración del sueño americano. Se crió en una familia humilde, que emigró de México a Estados Unidos. En plena crisis, sus padres perdieron la casa y vivió durante un tiempo en el garaje de sus abuelos. Con solo 9 años, empezó a trabajar y poco después, subió sus primeras canciones a Internet. Había nacido una estrella: Becky G. Desde la Nude Project Mansion, en la isla Ibiza, revivimos su carrera y todos los monstruos a los que se ha enfrentado: la presión de los números, los haters, el machismo de una industria dominada por hombres… Pero también nos echamos unas risas, con un tequila en la mano, jugando al Yo Nunca.  

🎙 Escucha este episodio en Spotify: https://podcasters.spotify.com/pod/show/nudeproject/episodes/Jugamos-al-Yo-Nunca-con-Becky-G-en-la-Mansin-de-Ibiza-e2lndi6

Website: http://nude-project.com
Instagram: http://instagram.com/nudeproject/
Instagram Nude Project Podcast: https://www.instagram.com/nudeprojectpodcast/
TikTok: https://www.tiktok.com/@nudeproject
TikTok Nude Project Podcast: https://www.tiktok.com/@nudeprojectpodcast

Instagram Bruno: https://www.instagram.com/brunocasanovas/
TikTok Bruno: https://www.tiktok.com/@brunocasanovas__
Instagram Alex: https://www.instagram.com/alexbenlloch/

Último vlog: https://youtu.be/Tz2p4cPJ9-c?si=qw0WbQIfg0FFu4Gj

⚫ Sobre Nude Project : 

Todo comenzó en una habitación universitaria... Era 2018, conocí a Bruno un mes antes. Habíamos crecido en entornos muy diferentes: él era de Bali, yo, Alex, de Burgos (un poco más al norte). Entonces, algo nos unió para siempre: el propósito de crear un movimiento entre los jóvenes de nuestra generación. Juntamos 300 euros cada uno y empezamos a hacer sudaderas. No solo era la ropa, sino el mensaje que queríamos transmitir. ""Puedes lograr cualquier cosa con pasión"". Primero, teníamos demostrarlo. Años después, NUDE es la marca de streetwear con mayor crecimiento de España. Ya somos más de 100 personas en la empresa y millones en la comunidad. Abrimos tiendas en el extranjero. Y lo mejor, tenemos tantas ganas como esos dos chavales soñadores.",2024-07-07T17:00:27Z,https://i.ytimg.com/vi/fIDSfG4tCCE/default.jpg,"['nude project', 'nude project podcast', 'becky g', 'karol g', 'bad bunny', 'ibiza', 'nude playboy mansion', 'verano', 'vacaciones', 'playa', 'yo nunca', 'fiesta', 'musica', 'shower becky g', 'mayores', 'c tangana', 'mexico', 'podcast becky g', 'escuchar podcast']",none,22,220679,4463,203,True,PT1H30M29S,false
Qlp8KjijJns,Ya disponible nuevo Podcast con Becky G | Nude Project Podcast #nudeproject #podcast #beckyg,,2024-07-07T17:00:15Z,https://i.ytimg.com/vi/Qlp8KjijJns/default.jpg,"['nude project', 'nude project podcast']",none,22,5987,183,11,True,PT48S,false
YYjLlFB0kSk,No me puedo creer como terminó🫠💀 #nudeproject  #clothingbrand  #parati,,2024-07-07T10:00:27Z,https://i.ytimg.com/vi/YYjLlFB0kSk/default.jpg,"['nude project', 'nude project podcast']",none,22,26677,559,6,True,PT46S,false
1vZ2mZGLDJU,Todos tenemos uno💀 #clothingbrand  #nudeproject  #parati,,2024-07-06T10:00:01Z,https://i.ytimg.com/vi/1vZ2mZGLDJU/default.jpg,"['nude project', 'nude project podcast']",none,22,6456,119,1,True,PT16S,false
h8lNjhsWL60,"¿Existe la suerte?, Marian Rojas en Nude Project Podcast #nudeproject #podcast #marianrojas #suerte",,2024-07-05T13:29:53Z,https://i.ytimg.com/vi/h8lNjhsWL60/default.jpg,"['nude project', 'nude project podcast']",none,22,1017960,49438,574,True,PT51S,false
yWU-A_z4L-w,"Tristeza VS Depresión, Marian Rojas en Nude Project Podcast #nudeproject #podcast #marianrojas",,2024-07-04T16:00:49Z,https://i.ytimg.com/vi/yWU-A_z4L-w/default.jpg,"['nude project', 'nude project podcast']",none,22,346444,24854,141,True,PT45S,false
VA2v5Ymqzoo,"Nada bueno le sigue a un ""TENEMOS QUE HABLAR""Nude Project Podcast #nudeproject #podcast #marianrojas",,2024-07-04T13:00:32Z,https://i.ytimg.com/vi/VA2v5Ymqzoo/default.jpg,"['nude project', 'nude project podcast']",none,22,46396,2255,12,True,PT45S,false
TDWV0Pq3zAw,"Somos una sociedad adicta, con Marian Rojas | Nude Project Podcast #nudeproject #marianrojas",,2024-07-03T16:00:34Z,https://i.ytimg.com/vi/TDWV0Pq3zAw/default.jpg,"['nude project', 'nude project podcast']",none,22,5283,358,3,True,PT54S,false
5iEJQoE2AXI,"""Hay vida después de la muerte"", Marian Rojas | Nude Project Podcast #nudeproject #marianrojas",,2024-07-03T10:00:08Z,https://i.ytimg.com/vi/5iEJQoE2AXI/default.jpg,"['nude project', 'nude project podcast']",none,22,108847,5496,103,True,PT24S,false
obKIHSK_EJo,Nude Project Mansion Tour | Ya disponible en YT #nudeproject #mansion,,2024-07-02T17:00:28Z,https://i.ytimg.com/vi/obKIHSK_EJo/default.jpg,"['nude project', 'nude project podcast']",none,22,3825,119,2,True,PT27S,false
Tz2p4cPJ9-c,MANSION TOUR | Bienvenidos a la Nude Project Mansion,"Bienvenidos a la Nude Project Mansion, el mayor evento que hemos organizado en la historia de la marca. Durante 10 días, algunas de las personas que más nos han inspirado en este tiempo, visitarán esta casa mágica, en la isla Ibiza. Paseos en barco, reflexiones, buena comida y un poco de fiesta…. ¡Empezamos!

Website: http://nude-project.com
Instagram: http://instagram.com/nudeproject/
Instagram Nude Project Podcast: https://www.instagram.com/nudeprojectpodcast/
TikTok: https://www.tiktok.com/@nudeproject
TikTok Nude Project Podcast: https://www.tiktok.com/@nudeprojectpodcast

Instagram Bruno: https://www.instagram.com/brunocasanovas/
TikTok Bruno: https://www.tiktok.com/@brunocasanovas__
Instagram Alex: https://www.instagram.com/alexbenlloch/

Último vlog: https://youtu.be/Tl-vd1cG-bY?si=DR76ez2LL98I9-Xs

⚫ Sobre Nude Project : 

Todo comenzó en una habitación universitaria... Era 2018, conocí a Bruno un mes antes. Habíamos crecido en entornos muy diferentes: él era de Bali, yo, Alex, de Burgos (un poco más al norte). Entonces, algo nos unió para siempre: el propósito de crear un movimiento entre los jóvenes de nuestra generación. Juntamos 300 euros cada uno y empezamos a hacer sudaderas. No solo era la ropa, sino el mensaje que queríamos transmitir. ""Puedes lograr cualquier cosa con pasión"". Primero, teníamos demostrarlo. Años después, NUDE es la marca de streetwear con mayor crecimiento de España. Ya somos más de 100 personas en la empresa y millones en la comunidad. Abrimos tiendas en el extranjero. Y lo mejor, tenemos tantas ganas como esos dos chavales soñadores.",2024-07-02T17:00:16Z,https://i.ytimg.com/vi/Tz2p4cPJ9-c/default.jpg,"['nude project', 'nude project podcast']",none,22,126050,3938,156,True,PT10M30S,false
66tJdEJ2lLY,"""Todos tenemos nuestros traumas"", con Marian Rojas | Nude Project Podcast #nudeproject #podcast",,2024-07-02T13:00:05Z,https://i.ytimg.com/vi/66tJdEJ2lLY/default.jpg,"['nude project', 'nude project podcast']",none,22,322781,14523,93,True,PT36S,false
an83I6TE6b4,2 horas de terapia con Marian Rojas | Nude Project Podcast #nudeproject #podcast #marianrojas,,2024-07-02T09:57:49Z,https://i.ytimg.com/vi/an83I6TE6b4/default.jpg,"['nude project', 'nude project podcast']",none,22,28626,1801,20,True,PT1M,false
-YHOrTVJL7w,Esto es surrealista😳 #clothingbrand  #nudeproject  #parati,,2024-07-01T17:00:00Z,https://i.ytimg.com/vi/-YHOrTVJL7w/default.jpg,"['nude project', 'nude project podcast']",none,22,18193,631,9,True,PT50S,false
v3nfiumJrNw,Así afronta Marian las recaídas de sus pacientes | Nude Project Podcast #nudeproject  #marianrojas,,2024-07-01T16:00:56Z,https://i.ytimg.com/vi/v3nfiumJrNw/default.jpg,"['nude project', 'nude project podcast']",none,22,97995,4268,52,True,PT30S,false
s-QUA8w3Dyk,"¿Existe la felicidad?, nos lo explica Marian Rojas | Nude Project Podcast #nudeproject #marianrojas",,2024-07-01T13:01:01Z,https://i.ytimg.com/vi/s-QUA8w3Dyk/default.jpg,"['nude project', 'nude project podcast']",none,22,11956,600,0,True,PT25S,false
_GdBV0kiI-4,Nuevo Podcast con Marian Rojas| Nude Project Podcast #nudeproject #podcast #marianrojas,,2024-06-30T17:00:19Z,https://i.ytimg.com/vi/_GdBV0kiI-4/default.jpg,"['nude project', 'nude project podcast']",none,22,6333,419,5,True,PT47S,false
ICSxSlMKYxI,"Una Terapia Completa con Marian Rojas, la Psiquiatra más Famosa de España","Hemos esperado 8 meses para grabar este episodio… La agenda de Marian Rojas-Estapé echa humo: ya no acepta más pacientes en su consulta, es profesora, autora de los dos libros más vendidos en 2022, presentadora del segundo podcast más escuchado en Latinoamérica… y madre de 4 hijos. Este domingo, hacemos terapia sobre la gestión del estrés, sus llamadas 'personas vitaminas', la unión de mente y cuerpo o el enamoramiento.  

🎙 Escucha este episodio en Spotify: https://podcasters.spotify.com/pod/show/nudeproject/episodes/Una-Terapia-Completa-con-Marian-Rojas--la-Psiquiatra-ms-Famosa-de-Espaa-e2leqku

Website: http://nude-project.com
Instagram: http://instagram.com/nudeproject/
Instagram Nude Project Podcast: https://www.instagram.com/nudeprojectpodcast/
TikTok: https://www.tiktok.com/@nudeproject
TikTok Nude Project Podcast: https://www.tiktok.com/@nudeprojectpodcast

Instagram Bruno: https://www.instagram.com/brunocasanovas/
TikTok Bruno: https://www.tiktok.com/@brunocasanovas__
Instagram Alex: https://www.instagram.com/alexbenlloch/

Último vlog: https://youtu.be/Tl-vd1cG-bY?si=AzlGJp4Wx4TeU0c3

⚫ Sobre Nude Project : 

Todo comenzó en una habitación universitaria... Era 2018, conocí a Bruno un mes antes. Habíamos crecido en entornos muy diferentes: él era de Bali, yo, Alex, de Burgos (un poco más al norte). Entonces, algo nos unió para siempre: el propósito de crear un movimiento entre los jóvenes de nuestra generación. Juntamos 300 euros cada uno y empezamos a hacer sudaderas. No solo era la ropa, sino el mensaje que queríamos transmitir. ""Puedes lograr cualquier cosa con pasión"". Primero, teníamos demostrarlo. Años después, NUDE es la marca de streetwear con mayor crecimiento de España. Ya somos más de 100 personas en la empresa y millones en la comunidad. Abrimos tiendas en el extranjero. Y lo mejor, tenemos tantas ganas como esos dos chavales soñadores.",2024-06-30T17:00:09Z,https://i.ytimg.com/vi/ICSxSlMKYxI/default.jpg,"['Marian rojas', 'depresión', 'ansiedad', 'terapia', 'una terapia completa', 'enamoramiento', 'podcast Marian rojas', 'la dopamina te matará', 'dopamina', 'amor', 'sanar', 'terapias', 'madrid', 'solución', 'psiquiatría', 'psicología', 'psicológa', 'estrés', 'personas vitamina', 'aburrimiento', 'aburrirse', 'nude project podcast']",none,22,1889465,66454,1768,True,PT1H37M5S,false
YVMpIM2sX68,Like y comenta si quieres un tour😤 #clothingbrand #nudeproject  #parati,,2024-06-28T18:00:27Z,https://i.ytimg.com/vi/YVMpIM2sX68/default.jpg,"['nude project', 'nude project podcast']",none,22,44571,1458,23,True,PT55S,false
SbYjRWMP1lY,El mensaje de Eladio Carrión a los jóvenes | Nude Project Podcast #nudeproject #podcast,,2024-06-28T13:55:31Z,https://i.ytimg.com/vi/SbYjRWMP1lY/default.jpg,"['nude project', 'nude project podcast']",none,22,14464,389,2,True,PT21S,false
uU1c3mPreh4,"""No tengas miedo a empezar de nuevo"", Eladio Carrión | Nude Project Podcast #nudeproject #podcast",,2024-06-27T16:00:50Z,https://i.ytimg.com/vi/uU1c3mPreh4/default.jpg,"['nude project', 'nude project podcast']",none,22,6012,382,1,True,PT33S,false
YvMEcVEfCkM,Eladio Carrión es productivo hasta durmiendo | Nude Project Podcast #nudeproject #podcast,,2024-06-27T13:11:54Z,https://i.ytimg.com/vi/YvMEcVEfCkM/default.jpg,"['nude project', 'nude project podcast']",none,22,9655,282,0,True,PT27S,false
ayT91MLbfF0,Grammy VS familia | Nude Project Podcast #nudeproject #podcast #eladiocarrion,,2024-06-26T19:00:03Z,https://i.ytimg.com/vi/ayT91MLbfF0/default.jpg,"['nude project', 'nude project podcast']",none,22,21692,651,1,True,PT32S,false
rxPkxQaJjIk,Nuestro invitado soñado al podcast #nudeproject,,2024-06-26T15:55:26Z,https://i.ytimg.com/vi/rxPkxQaJjIk/default.jpg,"['nude project', 'nude project podcast']",none,22,8350,203,1,True,PT29S,false
i4qt6Rz6il8,Eladio Carrión y su futuro en la música | Nude Project Podcast #nudeproject #podcast #eladiocarrion,,2024-06-26T13:06:30Z,https://i.ytimg.com/vi/i4qt6Rz6il8/default.jpg,"['nude project', 'nude project podcast']",none,22,14983,474,6,True,PT20S,false
UcK7zSZIQnk,"Aprendió a adaptarse desde pequeño, Eladio Carrión | Nude Project Podcast #nudeproject",,2024-06-25T16:00:32Z,https://i.ytimg.com/vi/UcK7zSZIQnk/default.jpg,"['nude project', 'nude project podcast']",none,22,19563,501,2,True,PT35S,false
m1qHM4BcMbc,Preguntas Rápidas con Eladio Carrión | Nude Project Podcast #nudeproject #podcast #eladiocarrion,,2024-06-25T10:30:41Z,https://i.ytimg.com/vi/m1qHM4BcMbc/default.jpg,"['nude project', 'nude project podcast']",none,22,65338,2495,22,True,PT52S,false
Kw7eXeewIfY,Eladio Carrión Opina sobre la Universidad | Nude Project Podcast #nudeproject #podcast,,2024-06-23T22:00:14Z,https://i.ytimg.com/vi/Kw7eXeewIfY/default.jpg,"['nude project', 'nude project podcast']",none,22,43731,1334,3,True,PT52S,false
